,text,tag
19105,"there is no special ingredient on the menu for what is dished out , its the kind of stuff i've seen before and was made nauseous by its silly idea of love and what it thinks is funny .",neg
19106,and forget about seeing enough of jimmy and anne together to feel invested in their potential reconciliation .,neg
19107,everyone fails at something .,neg
19108,anaconda is about a documentary film crew sailing down a south american river .,neg
19109,"if you had asked me whether slater could perform well enough to substantially boost a movie prior to the release of broken arrow , my answer would have been a definite no .",neg
19110,it only showed me that he was in it for the money and nothing more .,neg
19111,"i wouldn't , but not because i'm a computer nerd .",neg
19112,"edward norton is an insomniac trying to enlighten his dull life by going to a variety of disease therapy sessions , until he meets marla ( helena bonham carter ) .",neg
19113,"the film's sole point of interest and one major strongpoint is the all-too necesary personage of steve rubell , played by mike myers ( you heard me ) .",neg
19114,"but truth be told , he is much worse than mediocre .",neg
19115,things do turn more exciting when jack asks harry to drop off a sealed manila envelope for him .,neg
19116,"quite bloody at times , the story , full of horrific images , seems designed to shock and repulse us .",neg
19117,"here in "" romeo must die "" , there is no staccato .",neg
19118,"infuriated and insufferable , paris commands cisco to uncover the mastermind of the kidnapping .",neg
19119,"the haunting is the antithesis of another of 1999's horror movies , the blair witch project .",neg
19120,"when i first saw the advertisement for the truman show , i thought , "" what a hilarious idea for a movie ! """,pos
19121,"it not a scary monster movie , nor is it a psychological thriller .",neg
19122,hello kids .,neg
19123,"in fact , it does have some rather hilarious scenes in it , such as the aformentioned above and roy's explanation of not having children ( something involving a cheese grater ? ) .",neg
19124,give it a miss .,neg
19125,to know this guy is as rewarding as being thrown over a terrace .,neg
19126,the summer of 1977 was an unusual summer in new york city .,neg
19127,"when you've finished watching urban legends : final cut , you'll share my same grim point of view thanks to the horrible acting , terrible script , and ridiculous directing which has become all too common today .",neg
19128,"you may be wondering , 'how does eddie murphy fare ? '",neg
19129,"li is as spectacular as ever here , and i don't think anyone would ever dare call his martial-arts-star skills into question .",neg
19130,"with jumbled messages , and an unclear audience , wide awake was better left asleep .",neg
19131,"though slow moving , brother does have good elements .",neg
19132,"if i were an anthropologist , this film would insult me immensely .",neg
19133,i think she can quit that job and get a more respectable job at long john silvers .,neg
19134,"heaven's prisoners is about ex-alchoholic ex-cop dave robicheaux ( alec baldwin ) who's trying to discover life anew running a bait shop and boat hire business with his loving , down-to-earth wife annie ( kelly lynch ) .",neg
19135,it was anti-climactic and the dialogue wasn't very good .,neg
19136,shift gears even once and the audience can be thrown miserably out of control .,neg
19137,remember the simple fun of seeing a locomotive smash into railway station in the silver streak ? ),neg
19138,"boorman , on the other hand , cannot court such excuses to explain "" zardoz "" ( or his follow-up film , the equally awful "" exorcist ii : the heretic "" ) .",neg
19139,makes its case with cold-blooded precision and intelligence .,pos
19140,"and believe it or not , i was actually enjoying some of the film's first half hour , which starts off with some promise , but not before bonehead moves after bonehead moves from our protagonist , basinger , just drown the film's entire basis of believability .",neg
19141,sleep in .,neg
19142,the story is very minimal and basic .,neg
19143,"supporting characters and shady sup-plots are introduced , but as is the case with films made up of a large cast of characters , only a handful have any real significance . . .",neg
19144,"he is charismatic , but has several flaws which threaten to doom his campaign , and strains his relationship with his wife , susan ( emma thompson ) .",pos
19145,"when the team's star quarterback is severely injured , tearing the ligaments in his leg , john finds himself taking over as the team's leader , but his few minutes of glory do not last long , as he begins to have problems with his girlfriend ( amy smart ) when she discovers he spent an evening with another girl ( ali larter ) .",neg
19146,you would have every reason to expect that relationships -- both familial and romantic -- would be the focal point of feeling minnesota .,neg
19147,lots and lots of horses .,neg
19148,"having two director's ( colin south & john tatoulis ) doesn't help either , the most glaring example of which is the final retribution/fight scene , where for some reason the camera pulls away from the onscreen action , and more importantly it doesn't pull away to anything else .",neg
19149,"rodney dangerfield stars as chester lee , a total schmuck working at a huge corporation .",neg
19150,"john woo ( "" broken arrow "" / "" face/off "" ) is good at doing car chases , choreographed fights with midair flips and kung-fu kicks , slo-mo shots of two guns blazing , and of fire explosions , but he just can't seem to handle dialogue and suspense .",neg
19151,he is so horrible in this role that one can't help but be amused .,neg
19152,"i don't really feel there are to be any real "" rules "" for cinema ; a film can do anything , as long as it makes it work .",pos
19153,they move from antagonism to love somewhere off screen .,neg
19154,sylvester has broken out and managed to elude several security guards with his amazing intellect and kung-fu tactics .,neg
19155,"however , film does deal with potentially thought-provoking social and political issues , so hour and half spent in front of the screen shouldn't be the total waste of time .",neg
19156,"with the second and third movie being bad , i have a feeling pokemon 4 : the movie might be a total bust as well .",neg
19157,deconstructing harry goes to the other extreme and is a bizarre experiment demanding more of the viewer than it gives back .,neg
19158,another one of his teeth fell out !,neg
19159,"of the core group , the younger white men and women are all athletic , attractive and indistinct , like applicants for a tv reality show .",neg
19160,"mimic , then , may fail with it's story , pacing and characters , but the film does look good .",neg
19161,perhaps .,neg
19162,"apparently , he is supposed to be faddish , but the film never does anything with him , leaving him in a piercing phase throughout the movie .",neg
19163,"it doesn't much matter and believe me by the time "" shattered image "" runs its painful and pedestrian course you won't care .",neg
19164,the filmmakers cleverly shoot the simulated sex scenes in a manner that makes sure you don't see any of milano's attributes .,neg
19165,one really can't help but think that we have seen this stuff before .,neg
19166,"if you're unfortunate enough to sit through burn hollywood burn , you'll still be smelling that disaster long after the lights come up .",neg
19167,screenwriter randy feldman's brain must have gone to mush from watching too many cop shows on tv .,neg
19168,"the only really interesting flourish is an extended depiction of the way the internet might work in the future ( complete with vr goggles and feedback gloves ) , but i kept thinking that it was more like what some relatively un-technical fellow would * think * it would look and behave like .",neg
19169,"the story centers mostly around qui-gon jinn ( liam neeson , looking lost and confused ) and his apprentice , obi-wan kenobi ( ewan mcgregor , who scarcely has a line in the film ) and their attempts to liberate the people of the planet naboo .",neg
19170,"the trailer looked cute enough , after all .",neg
19171,the only saving grace was the requisite tit-shot courtesy of jill whitlow .,neg
19172,"or "" look at that fire-ball ryu did at vega "" .",neg
19173,"i'd try to discourage any further obsession myself , lest any kid seeing this movie think it's a wonderful thing to con your dad into racing out to buy you any toy you want .",neg
19174,"the majority of viewer will have left the theater as soon as the credits start rolling , anyway .",neg
19175,"probably not , but that's precisely what college student karla ( pop diva brandy ) does to best friend julie ( jennifer love hewitt ) , resulting in the first in a long line of phony frights .",neg
19176,"unfortunately , upon hearing that the program has been axed by the government , seth takes control of his soldiers , killing everyone in the building except for luc , his partner maggie , his daughter hillary and erin , a reporter trapped inside .",neg
19177,"seagal films can always be counted on for minimal dialogue , heaps of expendable baddies with extemely crunchable bones ( which we'll always hear when seagal does his limb-twisting thing ) , rarely a female co-lead in sight ( unless it's a real-life model-wife who hasn't worked since weird science ) and , usually the worst possible titles you can imagine .",neg
19178,"everything revolving around `bats' is tired drivel , which desperately requires some directorial style or acting capabilities to spruce it up .",neg
19179,so who really cares ?,neg
19180,sigh .,neg
19181,"the repeating cycle is as follows -- the president ( morgan freeman ) will go on tv and tell the country that there's a remote chance a comet will strike the earth , but that the nation's crack scientists and astronauts have some brilliant plan to stop the problem .",neg
19182,"likewise , the companionability of damon and affleck is apparent in the easygoing nature of will and chuckie's friendship .",pos
19183,isn't that odd ?,neg
19184,"the worst part is the little past they try to give declan , most notably his relationship with an old girlfriend , isabella ( mathilda may ) , given so little screen time that you almost forget her character exists until she pops up every now and then .",neg
19185,it has a retread plot -- this isn't the first time jean-claude has played twins .,neg
19186,"some talented actresses are blessed with a demonstrated wide acting range while others , almost as gifted , have more limited types of parts for which they are suitable .",neg
19187,"i guess what the filmmaker is trying to say , is that mom is a bad dreamer and the daughter is the observant one , able to recognize mother's faults when not in growing pains and in need of parenting herself .",neg
19188,the jokes are indeed that bad .,neg
19189,"no matter what political spin you put on the story , the movie is an outstanding one .",pos
19190,"the plot is that the trade confederation are blocking off supplies to the peaceful planet of naboo , ruled by queen amidala ( portman ) jedi knights qui-gon ( neeson ) and obi wan ( mcgregor ) are sent to negotiate a deal with the confederation to stop the blockade .",neg
19191,you'd expect some sort of involving investigation .,neg
19192,rose macgowan is horrible .,neg
19193,"( in fact , the movie was originally a short film entitled x expanded to feature length . )",neg
19194,"ironically , the wildest elements of "" wild things "" are not wild at all .",neg
19195,"the visuals and cgi are astounding , and obviously not cheaply done at all .",pos
19196,"under sonny's supervision julian soon learns to lie to women , tell people how he "" wipes his ass , "" throw tantrums , and scream for his "" god damned "" treats .",neg
19197,the five friends agree that there is enough bad evidence here that will send them to jail for a very long time .,neg
19198,"honestly , i was hoping that all the goofball ads were actually a front for a decently funny movie .",neg
19199,"they seem to all want to be thought of as businessmen , in the business because it is the easiest way for them to make big money .",neg
19200,the movie's climax takes place during a raging snowstorm ? only none of the falling flakes looks remotely believable .,neg
19201,david spade and john goodman's character interactions make you feel like you're watching an old hope/crosby film .,pos
19202,"i was ready to be just amazed ; for this to be among farley's best , in spite of david spade's absence .",neg
19203,christie brinkley and her red ferrari ( also from the first movie ) drive by .,neg
19204,"nicholson does what he can with the role , and when he can find his bearings , can be extremely good ( the scene in the church , for instance ) , but most of the time , he seems a bit stiff , as if he's not sure what he should be doing next .",neg
19205,"i swear that while watching "" message in a bottle , "" i felt as if i had just read the screenplay in its entirety before arriving at the theater ( heck , in actuality i'm not even familiar to the novel this is based on , by nicholas sparks ) .",neg
19206,"she is well known for her number one single "" stay ( i missed you ) "" and goofy glasses .",neg
19207,also on the team are an enormous guy ( ron lester ) with some health problems and the token african-american team member ( eliel swinton ) whose only real dialogue scene deals directly with the color of his skin .,neg
19208,but that's another story ( and review ) .,neg
19209,bruce willis' star seems to be fading .,neg
19210,"hodges , whose wounds make him unfit for action , gets a law degree and becomes a marine lawyer .",neg
19211,"there is also the absence of a single , solitary interesting character .",neg
19212,"and how , exactly does cage end up wearing the exact same shirt and tie as sinise does ?",neg
19213,"some shady u . s government guys appear , and ask him to come to an island where they have massive footprints , from what looks like a giant lizard .",neg
19214,"the enemies and their massive conspiracy are not threatening at all ( c'mon , you know who's going to win every brawl and shoot-out and car chase ) .",neg
19215,"you'll also feel the loneliness and insanity that sets in with mary ann , knowing that her husband is slowly drifting away .",neg
19216,ok . . . maybe,neg
19217,"there was no sense of where the film was going , or any kind of coherent narrative .",neg
19218,"a ridiculous concept , yes , but at this point i'm willing to accept it because i'm willing to accept that this is how amanda's life is changed , how her powers are received .",neg
19219,the second punch comes from gal's past .,neg
19220,it is not charming or entertaining in any way .,neg
19221,"would you laugh at a scene where crawford tortures a computer nerd with double entendres like "" i'm very interested in _hard_ware "" and other crap about playing with his joystick ?",neg
19222,"a movie that's just as good as that song , really .",pos
19223,the results are little different than one would expect .,neg
19224,"i know he is , but he didn't do it in celebrity .",neg
19225,he's a hulking person who is still reduced to whimpers when in the presence of his father .,pos
19226,the happy bastard's quick movie review,neg
19227,many people have .,neg
19228,jb : depends on whether you really care that anyone is back .,neg
19229,"yes , go rent that , and skip "" detroit rock city , "" which will probably bomb , and deservedly so .",neg
19230,now it's time to talk about the lousy story .,neg
19231,"under any other circumstances , i would not be discussing the ending of a film to the extent that i will in this particular review .",neg
19232,and i was surprised by how much i enjoyed this film .,pos
19233,the stereotypical american male has an undeniable fetishistic love of sports cars .,neg
19234,simply remove him from the equation .,neg
19235,"mona's son , jeff ( marcus thomas ) is a simpleton , hence you can predict his dialogue before it even plods its way from his mouth .",neg
19236,but not the script .,neg
19237,"this beauty is beauty with depth ; for every detail left in , dozens are only hinted at .",pos
19238,"i'm an ex-cellent dir-ect-or . """,neg
19239,it tells the story of two park custodians and the problems they are finding on the path to true love .,neg
19240,"someone once said that the key to good art -- good movies , good books , whatever -- is to start somewhere interesting , end up somewhere interesting , and show respect for the audience all along the way .",neg
19241,virtually every aspect of dead-bang is inept and ineffective .,neg
19242,he starts off with a very long steadicam shot then goes to flashes .,neg
19243,"the thought-provoking question of tradition over morals is the subject directly at the core of "" leila , "" a powerfully articulated and subtle drama from famous iranian director dariush mehrjui , that is his first motion picture in a prosperous thirty-year career to gain u . s . distribution , thanks to first run features .",pos
19244,"this time , however , third time wasn't the charm and beverly hills iii was failure .",neg
19245,enough already !,neg
19246,do the offices of the chicago tribune really need to look heavenly ?,neg
19247,his performance is at least part of what makes his character seem so incapable of being a shrink .,neg
19248,"marc whines about his turbulent romance with an apparent "" 10 , "" david ( hugh panaro ) , the hunky musician from across the way ; robert whines about not being able to find the right guy ; cynthia whines about having to find a job ( horrors ) .",neg
19249,i swear the guy says all of his lines from the position of attention .,neg
19250,"that day dutifully presents all the clich ? s : we-lei becomes absorbed in his career , indulges in an affair with a co-worker ; jia-li feels restless and trapped , bound by a choice she made while young , but which no longer seems wise .",neg
19251,"supergirl , a spin-off film of sorts from the series' same producers ( alexander and ilya salkind ) , doesn't even rival superman iii in terms of quality , let alone superman or superman ii .",neg
19252,"the hole is self-evidently a film about alienation , and perhaps director tsai ming-liang wants the audience to share in his characters' alienation .",neg
19253,"virus is a truly dumb action thriller , one of negligible intelligence and innovation .",neg
19254,it doesn't look that way .,neg
19255,"however , i doubt that people are going to be very nostalgic about the hollywood products of that period .",neg
19256,"as soon as they doff their clothes , you know they're going to die .",neg
19257,"although intellectually 'girl , interrupted' was a greater achievement , '28 days' is superior in its visual aspect .",neg
19258,we don't have to wait too long for the giant snake .,neg
19259,"dark city has not one bit of intrigue , moral ambiguity , suspense , or anything else that keeps us coming back to the noir classics .",neg
19260,"the opening sequence , in which captain miller ( tom hanks ) leads his men onto omaha beach , is quite possibly the closest anyone has come to actually capturing the unendurably savage intensity of modern infantry combat .",neg
19261,"if i had to summarize a major gripe , it's that this is a story spread too thin , that creates semi-likable characters at the outset , and then suddenly jerks them into being 16-year-olds at the last moment .",neg
19262,( or maybe that's just the title of the film f-ing with my head ) .,neg
19263,"the entire town of gallup , texas is under attack from an enormous swarm of the creatures , but gunton appears to be inconspicuously contemplating something else .",neg
19264,""" the tailor of panama "" is a different kind of spy movie .",pos
19265,but i'm bored with apocalyptic settings .,neg
19266,"unfortunately , when it comes time to have those people walk and talk , he hasn't the faintest notion of what to do .",neg
19267,"* * * pretty good , bring a friend .",neg
19268,"but before he exchanges his vows , he embarks to las vegas with his friends for one last blowout .",neg
19269,jackie shroff looked really stupid with his steven seagal ponytail .,neg
19270,"sentenced to three years in prison , he served 15 months and completed parole in 1992 .",neg
19271,"in simple , the scene is earth , hundreds of years from now .",neg
19272,their characters are cardboard cut-outs of every cliched teenager out there .,neg
19273,"of course , his being an angel prevents him from doing much about his love except appearing at random times to talk to her , watch her buy groceries , only to disappear in the blink of an eye .",neg
19274,"i find it extremely telling that the most engaging part of the film is the credit sequence , a jawbreaker factory montage inexplicably backed by veruca salt's "" volcano girls "" ; serving as a blueprint for the rest of the film , the song has absolutely nothing to do with the footage we're watching .",neg
19275,"however , he's rounded up with the lot of them by the apes which rule this plant and handed over to slave trader limbo ( paul giamatti , "" duets "" ) .",neg
19276,"judging from the video box , most other movie critics agree with me .",neg
19277,so when i popped the dvd into my player and sat down in my easy chair i had no idea what to expect .,neg
19278,"it's not porter's single-mindedness that robs the film of snap , crackle , and pop ; as a character who has already "" died "" once , he has nothing to lose and so much to gain .",neg
19279,"and "" nighshift "" , oh what talent lies in the minds of these screenwriters ( and yes , it actually took two guys to come up with this regurgitated drivel ) .",neg
19280,representatives from tv stations face even more restrictions .,neg
19281,i've seen porno with better dialogue .,neg
19282,"us distribution : 20th century fox rated pg : mild violence , thematic elements",neg
19283,"numerous re-writes ( the script may be credited to three people , but it's a gross underestimate ) have crammed this lean 90-minute film with tons of extraneous plot threads that all remain underdeveloped .",neg
19284,once upon a time jean-claude van damme was a decent action hero .,neg
19285,"i say "" quasi- "" because while the movie uses many of the trappings of fascism ot eroticize its action -- the gear , the uniforms , etc . -- the movie doesn't have the nerve ( or the brains ) to be genuinely fascist , or intelligent about the subject .",neg
19286,"i didn't agree with that assessment , but i could see what was being implied : the reviewer felt as if the audience was being incited to stand up and pump their fists and shout "" do 'er , man , do 'er ! """,neg
19287,d'artagnan ( justin chambers ) is the vengeful son of a slain musketeer .,neg
19288,"she sells her hot little wares at "" the cheetah "" for a short time , turning on the fictitious customers and the actual theatre audience .",neg
19289,"these two actors turn in decidedly hammy performances which , oftentimes , elicit chuckles from the audience .",neg
19290,"( babe is center screen , looking straight into the camera , with a happy smirk--regardless of whether he's happy , or scared , or tired ) .",neg
19291,however you can only access one easily .,neg
19292,"the very first thing i'd do in this perfect world , would be to take every hollywood producer who thinks that setting any story in contemporary america with a 20-something cast playing teenagers and featuring a soundtrack ripped directly from mtv , and throw them in jail .",neg
19293,the formal just followed them as they drove aimlessly ; the latter did a little bit of that and featured a big outdoor keg party .,neg
19294,"if you answered "" no , that doesn't sound funny "" , then ( ding ding ding ! )",neg
19295,"i also have to "" give it up "" to all of the actors inside the costumes , not only for waking up at three in the morning every day to get make-up slobbered all over them for 2-4 hours , but for coming through their costumed exteriors and selling us their characters on the screen as well .",pos
19296,"seeing films like the haunting and big daddy making money , i wouldn't be surprised to see "" the 13th warrior "" become a hit .",neg
19297,"like so many scenes in the film , it seems present only to keep your attention from waning .",neg
19298,why is he the only one who gives a good performance ?,neg
19299,"the script has an open honesty and outlook on life , one that is so realistic , you feel uncomfortable at many times , because so many situations the characters are in are undeniably familiar , as most families these days most go through the hard times , as ben and katie must .",pos
19300,"porter is only trying to get back what is not-so-rightfully his , which in a way is almost understandable .",pos
19301,"shandling meets up with annette bening , who will inevitably prove to be the love he never knew existed , at one of kinnear's aa meetings .",neg
19302,"the dialogue is the best of this mess , lines like jon lovitz exclaiming "" i cannot make caviar out of fish eggs ! """,neg
19303,"although geres performance is in no way poorly acted , it is far from perfect  and i look forward to seeing him star with other talented actors that can reduce the need for him to carry a film by himself .",neg
19304,"i've always been the one critic to defend van damme -- he possesses a high charisma level that some genre stars ( namely steven seagal ) never aim for ; it's just that he's never made a movie so exuberantly witty since 1994's "" timecop . """,neg
19305,"hysterically funny , actually .",neg
19306,"all his friends and family turn up , and for the first half hour , we get introduced to everyone , simplistically and realistically ( no aggravatingly condescending posing for the camera deals here ) .",pos
19307,"as the station's ratings rise , it comes into competition with channel 8 , the leading vhf network-affiliate .",pos
19308,"suddenly , i had an out-of-body experience as my internal way-back machine swept me to the mid-1960s .",neg
19309,"when the fbi visits and forces him to become an informant , there is no question that he needs to be somewhere else .",neg
19310,to make matter worse this print was poorly subtitled into english from french .,neg
19311,"i wish i could find one good reason for you to see this waste of time , but i can't .",neg
19312,"actually , i wished i was watching swimming to cambodia instead , but that's life .",neg
19313,"from "" 2001 "" , there's the rotating space station , the blinding white room .",neg
19314,"unfortunately , i can only post one of them , otherwise , i'd be getting some pretty angry e-mails from overprotective mothers .",neg
19315,"mccracken dupes munson into a hustling job , then abandons him to an angry mob who mangle roy's hand .",neg
19316,"robbins puts his game face on and phones in his standard "" decent guy "" performance .",neg
19317,he then proceeds to kill the unconscious victim by snapping his neck .,neg
19318,"rarely , though , is a romantic comedy as cheap , as obvious , or as pointless as serendipity , a film that uses its "" theme "" as an excuse for its plot contrivances .",neg
19319,not everything works .,pos
19320,why bother trying to kill the kid . . . i,neg
19321,"only hank azaria , as zeta-jones's much-macho spanish lover , and stanley tucci , as a studio exec , and roberts manage to whip up any farcical froth .",neg
19322,"elliot ness , played with perfect ingenuity by kevin costner , is a character that surely grows during the course of the film .",pos
19323,( heckerling is so laissez-faire about the issue in general that she reserves the comeuppance of the would-be rapists for jokey epilogue titles . ),neg
19324,"max , being promiscuous by nature , worries that his future bride may have the same need to sleep around as he does .",neg
19325,"jones will eventually find the project that will make him a major comedy star , but this isn't it .",neg
19326,"he jumps into a tiny bed , pulls up a makeshift sheet and snuggles up to sleep , seemingly happy and just wanting to be left alone .",neg
19327,what a friggin' mess .,neg
19328,she doesn't hesitate to use sam for her plan and makes him understand right from the beginning that nothing will happen between the two of them .,pos
19329,"on the other hand , film is steadily directed by dick lowry , and rod steiger does good job potraying gordon kahl .",neg
19330,"bruce's unique character ( i . e . , self-produced sound effects , etc . ) and seemingly perfected martial art and physique were all well portrayed by the actor , james lee .",pos
19331,"it should have read , "" memo to screenwriters : use you brain ! """,neg
19332,"not that she was the only funny character in the film , though .",pos
19333,"i'd imagine adolescent males , probably the target audience of this turkey , would get a kick out of it .",neg
19334,the dark crystal deserved ( and still deserves ) a bigger audience .,pos
19335,"dillon is exceptionally creepy , especially with his capped teeth .",pos
19336,the movie never delivers .,neg
19337,"but over all , this is pretty much a made-for-tv movie with more ( and bigger ) explosions and more foul language .",neg
19338,the villains' big idea ?,neg
19339,"though it has sat on the shelves of universal studios for about two years , waiting until it can be released and make as much money as it possibly can ( read : early january , when everyone's still trying to catch up on the potential oscar-nominees ) , it does show that universal shelled out a pretty penny to make this film : it's laden with complex machinery , boasts respectable production design , and it may even feature believable special effects . . . if , of course , i , or anyone else , could see them .",neg
19340,"however , it's a very good film which never fails to entertain , and consists of yet another mutation in the style of the series .",pos
19341,perhaps the only positive elements in the general's daughter are a couple of the performances .,neg
19342,"super secret agent john steed ( then-patrick macnee ) and his third partner , emma peel ( then-diana rigg ) are the pair that the american audience fell for .",neg
19343,"astronaut c : "" hey , are you guys looking at mars ? """,neg
19344,jack is in even worse shape than harry .,neg
19345,there's evidence that mcgrath is attending some sort of confederate reunion in louisiana .,neg
19346,"in the process , he knocks over a few buildings and steps on countless cabs , but he never has trouble with traffic jams .",neg
19347,his obsessive-compulsive disorder rules his life as he uses several different bars of soap to wash his hands and refuses to step on a crack on the sidewalk .,pos
19348,"eddie murphy plays g , a robed nomadic pilgrim wandering the land enjoying the moment and spreading his spiritual message .",neg
19349,the most depressing aspect of the film is that it had potential .,neg
19350,"the eclectic rock soundtrack compliments the on-screen action beautifully , especially new songs by tori amos , mono and duncan sheik .",pos
19351,""" meet joe black "" runs just under three hours .",pos
19352,the movie is set in 2018 .,neg
19353,rating :,neg
19354,"to fill his time , he does odd jobs for jack and falls in love with catherine .",neg
19355,"meanwhile , christof , the all-seeing creator of truman's world does his best to keep him unaware and happy .",pos
19356,"in the first death wish movie , mild-mannered new york architect paul kersey , played by charles bronson , was avenging the death of his wife .",neg
19357,"and , is it my mistake , or do the same extras keep reappearing as different soldiers ? ?",neg
19358,"bye bye love is rarely funny , more often a weak and melodramatic retread of common tv-movie fare .",neg
19359,"if you want to have a fighting chance of making any sense of the movie , i suggest you read it .",neg
19360,"a big star , catherine zeta-jones , hot of the heels of entrapment ( 6 . 5/10 ) and zorro .",neg
19361,note : some may consider portions of the following text to be spoilers .,pos
19362,cruel intentions also manages to come off as soft-porn in more than one scene .,neg
19363,gloria is her latest disaster .,neg
19364,"thus , babe 2 arrives , with a budget greater than the money made in babe 1 .",neg
19365,"granted , bad taste can sometimes be funny , but the mere presence of bad taste doesn't guarantee it .",neg
19366,"peter's friends and co-workers , samir ( ajay naidu ) and michael bolton ( david herman ) . . . no ,",pos
19367,"it shows us none of the pleasure that should go along with it , and most of all , it fails to show us why its characters love making it so much if they seem to hate the act of actually doing it .",neg
19368,people who saw i know what you did last summer will predict i still know's ending at least 5 minutes before it happens .,neg
19369,"even lower grade films such as the naked gun 33 1/3 ( 1994 ) or ghostbusters ii ( 1988 ) while not exactly brilliantly well made , are certainly not a waste of celluloid and present entertainment value .",neg
19370,come on .,neg
19371,betty is a little surprised to find a woman sleeping in the borrowed bungalow .,neg
19372,"when they show the asylum at one point , they show the patient's belongings in a room and we see the riddler's costume .",neg
19373,then a bunch of other uninteresting things happen .,neg
19374,"trivial tidbit : "" summer catch "" marks a scooby doo summit .",neg
19375,"sadly , if this dismal , cliche ridden and mind-numbingly boring action pic is anything to go by , they haven't got a chance in hell of even coming close .",neg
19376,the movie is often like watching a filmed play .,neg
19377,"midway through "" anaconda "" , documentary filmmaker terri flores ( jennifer lopez ) turns to a co-worker and says "" i thought this movie would be my first big break .",neg
19378,"yup , you're talkin' pre-sold property here and , for warner brothers , the perfect fit into their now-ritual grumpy old men holiday slot .",neg
19379,"in "" wisdom "" the two lead characters are killed at the end , only to have one of the characters "" wake up "" from an apparent and say "" gosh , i'm glad that didn't really happen ! "" .",neg
19380,the scenes between david naughton and the dead buddy ( griffin dunne ) are really the best parts of the movie .,neg
19381,i especially liked his one-liner as he walked in to see the possessed woman's head turning .,neg
19382,"were they even attracted to each other ? """,neg
19383,"not only was it sloppy in telling its story and getting its facts straight , the acting was mediocre when it should have been energy driven , and i didn't like how smith always magically out-smarted the badies when all the other extra characters , seeming more intelligent than smith , somehow got run over by a truck .",neg
19384,the interactions seem so truthful and guileless that it is almost as if the film-makers hid cameras around the place and filmed these people unbeknownst to them .,neg
19385,`the messenger : the story of joan of arc' is an unlikely and unwelcome historical addition to the hollywood shelf .,neg
19386,"judas priest , is there a single moment of silence in this film ?",neg
19387,"recommendation : turn off your brain - don't be like me , decreasing the rating everyday because i think about it too much .",neg
19388,"for the first time , zero has to question his own objectivity , as he finds his client less and less sympathetic .",pos
19389,"here the movie splits completely from the book , and dives into a convoluted and improbable tale of government conspiracy and mind control tactics involving the mafia , the cia , one of hammer's vietnam vet buddies , and a kinky sex clinic .",neg
19390,his path from self-vanity to self-consciousness is never fully explored .,neg
19391,"two other characters act as catalysts , cary ( jason patric ) and cheri ( natassja kinski ) .",pos
19392,putting our heroes in deadly situations and then having them walk away because of some new power is very annoying .,neg
19393,"the mosaic is made of sound bites and stereotypes , but each tile is some woman's real experience .",neg
19394,"quite sadly too , seeing as how i can discuss everything about the movie and never mention his name .",neg
19395,i was not alone .,neg
19396,"i mean , the less i knew about each person , the more suspicious i became of each one's motives , reasons , etc . . .",pos
19397,"the machine , not that stupid fishtank with naked wimmin in it .",neg
19398,"perhaps if the impostors didn't have so much going for it , it wouldn't have been such a tremendous disappointment .",neg
19399,this character is combination of both linda hamilton and arnold schwarznegger from terminator 2 . i can't remember seeing a character quite like her .,neg
19400,"that fad seems to be over but here comes christopher mcquarrie writing and directing "" the way of the gun "" that at first glance looks like another of those wanna-be's but upon closer inspection doesn't look like anything comprehendable .",neg
19401,"he cringes , looks down and mutters "" uh . . . uhm . . .",neg
19402,"in a couple of scenes , godzilla briefly breathes fire .",neg
19403,it turns out the truth is more horrifying than any legend .,neg
19404,"so , don't forget those key words : dull , perfunctory , uninspired , and boring .",neg
19405,"weaving together a grabbag of seemingly unrelated characters , herzfeld's tries very hard to keep the audience guessing with a altmanesque series of parallel stories .",neg
19406,"michael o'donaghue churns out terrible , bad taste jokes ( which i guess is the whole point really ) then changes direction completely to emotional scenes .",neg
19407,"for the entirety of its running time , my eyes were attached to the screen , and i never once got bored .",neg
19408,ashley is a prison groupie who sends nick many cheesecake photos of her though she's never seen one picture of him .,neg
19409,"some are a tad too goofy , such as the number where a lot of ghosts prance around in a funeral parlor , but i admired allen for even putting them in there .",pos
19410,it is up to the viewer to keep track not just who is fictional and who is real but also to keep straight who is the fictional doppelganger of which real person .,neg
19411,"with the exceptions of alan king and paul sorvino , everyone who appeared in "" i , the jury "" were up-and-comers who basically went nowhere .",neg
19412,she even comes complete with insignificant best friend .,neg
19413,"in fact , "" stale and predictable "" describes the direction that switchback takes in general , falling back on far-too-common hollywood devices like cats jumping out of nowhere , a climactic fistfight on board a freight train , and edgy law enforcement agents .",neg
19414,"so , you have the thieves and their mercenary boat crew , joining forces with the surviving passengers ( including the ship owner canton ( anthony heald ) , and a thief with less lofty goals , trillian ( famke janssen ) ) against the terror from the deep .",neg
19415,?,pos
19416,"a brief history lesson about "" where we came from "" is proffered , then sinise is whisked away to be with "" the rest of our people "" ( he does this because his late wife proclaims in a video he watches early on that "" this is a chance to step foot where no one else has "" ) .",neg
19417,"hereafter , most of the movie is battle scenes : the cannibals attack the vikings , the vikings attack the cannibals , the cannibals attack the .",neg
19418,this leads to countless chase and/or fight scenes which look like they could have been lifted from rumble in the bronx or nearly any other jackie chan movie .,neg
19419,"i understand that vampire hunter d is supposed to be a fave among anime fans , but i really don ? t see it .",neg
